,horse,bear,cat,dog,cow,leg,arm,hand,foot,eye,apartment,igloo,barn,house,church,door,closet,chimney,window,arch,shirt,pants,skirt,coat,dress,chair,dresser,bed,table,desk,ant,butterfly,fly,bee,beetle,knife,bottle,glass,spoon,cup,telephone,key,watch,refrigerator,bell,screwdriver,chisel,pliers,saw,hammer,tomato,celery,corn,carrot,lettuce,bicycle,car,train,truck,airplane
shirt,0.2190508486297109,0.27262394458287076,0.2751263859064945,0.25979997507205715,0.22896512205674824,0.37724657022926306,0.2983353410376671,0.3409118584206833,0.2235017069749626,0.270894810754033,0.10237319970830702,0.12891425053526512,0.11936677413738608,0.07935748505943858,0.034761161224573615,0.25155016881155984,0.24866402351144903,0.20576824387792947,0.18502224152592883,0.18496269862381293,1.0,0.8828436120144162,0.8593389656176483,0.7289109955777455,0.8116506423492411,0.13385000827064866,0.27472219248728563,0.2784197461367634,0.14212980965334687,0.21091911428500587,0.19039054819877338,0.3053360032588948,0.17702370097062212,0.1851245719208239,0.20048196164185897,0.2958477323170846,0.26867628459107457,0.21321033828075037,0.2042864356758154,0.2146514213063395,0.012845838716417222,0.08275091924737402,0.2813083389344046,0.13634854397088886,0.1774295179940284,0.1975799045305951,0.13981409437657596,0.16458813744007247,0.2065159405149836,0.27006154734820753,0.1052200535374105,0.06871589998242578,0.11514153093973305,0.13149541647814872,0.10158960143213618,0.19685457671831033,0.1488979497751236,0.11323689090306614,0.15082728923656924,0.10240780468057532
pants,0.23205880704312204,0.2903864781892232,0.32588662240317123,0.32412968022623967,0.27211775627953605,0.3425186281319182,0.2689923397777851,0.2917474194752854,0.23624025515656222,0.220825982723295,0.09042906668043678,0.20446154683395992,0.11668138178098113,0.06028624235252859,0.008961157091492766,0.22190221656350848,0.29155239266777827,0.21457834142022814,0.1359008227072267,0.13866983649761128,0.8828436120144162,1.0,0.8696007429956673,0.7127468825260511,0.7806267448402743,0.11666385055215686,0.29645477562095524,0.3029123225832174,0.10182706383162167,0.1867069433327757,0.24422941525764952,0.27127309880943856,0.19485713107524893,0.23158937693000983,0.21467951300593177,0.2833970904516506,0.25096095639450805,0.16361228038274403,0.21621375232252293,0.08568519692404522,0.006262858413982077,0.059501890962032844,0.26672676146375657,0.16040879778959607,0.15982949895934534,0.2145764641265666,0.1413227164638979,0.20038350053837076,0.1117530856295032,0.27879267537312297,0.10309085856853749,0.07316028236687067,0.11902596590690373,0.15263639187555195,0.11550923147243992,0.25155425690053185,0.13306268446903471,0.0917199272162508,0.16331698472972925,0.1339981754135672
skirt,0.20443577188117837,0.24894237231186933,0.2406762639050824,0.22740186369637536,0.230118482441314,0.3796371555974038,0.3451285045297487,0.3414760376534821,0.26943586547038084,0.2478211591235114,0.07323069034660194,0.17500938595527057,0.1177464356945604,0.04615907690738946,0.01601630557853034,0.2855273512745891,0.2637329184687072,0.2970830018517822,0.21490295525809897,0.26364044630355316,0.8593389656176483,0.8696007429956673,1.0,0.7450757864263703,0.816642187953144,0.11961784002508534,0.3273587429151743,0.3118300572874486,0.13108226840394235,0.19276689524581372,0.18631429936745433,0.3801834864194518,0.16809781742654703,0.20076102405264815,0.2284861464140874,0.3221372425795822,0.23546771248480255,0.2666590376540678,0.24884609929352244,0.07787411716062102,0.009100665104501112,0.07171713723704753,0.20435718403163922,0.13981866032368936,0.15720201434010145,0.25080332061518007,0.2110651202244339,0.23229951065277943,0.10029579484056403,0.2817042859381768,0.10710088962072553,0.06169257683005948,0.12299013716617298,0.1465560631954164,0.10231793477039955,0.20472461523408472,0.11975888571946916,0.0956701237166414,0.1542174940222341,0.12331447572761069
coat,0.35872342416349956,0.39284720446049115,0.4093062524400083,0.39686284488315715,0.38737203145394117,0.35104375710855584,0.31999286795536885,0.41924066969478024,0.2980490615464571,0.40394478204056794,0.10255483244504844,0.15652014224466834,0.16987941053831002,0.09567874734301406,0.06201263112725248,0.3159531615624906,0.2602775009175208,0.28409094068785956,0.24333696359260018,0.23507988256419088,0.7289109955777455,0.7127468825260511,0.7450757864263703,1.0,0.6713432190531355,0.13995515555065313,0.29841450645585277,0.35629844118133863,0.16376133733522905,0.2411092396436386,0.23628079011459005,0.37435468053303916,0.19629669994805218,0.2517923333596353,0.3098492268961291,0.38228825640237496,0.2970518055177707,0.40318230421514795,0.33376883489815806,0.13202777950340286,0.013290876392238764,0.09257597330861815,0.22519764299105194,0.15882841927807234,0.17506425582776344,0.21768131150232814,0.21243929944470838,0.22523818411481575,0.14680986602057716,0.2995053548259604,0.2101281033596122,0.13081087424555365,0.22147714812152075,0.22484111666137588,0.1795108938828951,0.19822564484081887,0.1342726342947052,0.10871607072406088,0.15720619402883126,0.1130424502963399
dress,0.2232624042137955,0.32217865168854914,0.2970669138926706,0.26736317453478115,0.2147486532814409,0.24388125299576496,0.22664142581800936,0.33871528256750805,0.19218263576623557,0.273667800184015,0.15940761125163827,0.11472509726525917,0.15697035021551808,0.11467634992248033,0.07419284087632481,0.22038113310123017,0.2667510342726763,0.19151555648186577,0.1761472105625322,0.20307881050247006,0.8116506423492411,0.7806267448402743,0.816642187953144,0.6713432190531355,1.0,0.12485351159789324,0.3313068578414773,0.31165101688569785,0.1765775565865358,0.20788740777412695,0.185049051751815,0.3568407716679127,0.17130516707964577,0.2160784572710907,0.2032739159522812,0.2591271308052098,0.1999228979626861,0.267815511593448,0.1904124628895856,0.10162682871205812,0.020924563473782187,0.07935615855891902,0.3323549949423959,0.09940110261761817,0.1775489195289474,0.13469231631978457,0.10681592745701417,0.10099082544072953,0.16953469840487964,0.2240801557850077,0.10464325907179124,0.06091068043790381,0.11451267434671983,0.13635953313279278,0.09800995285924594,0.18731893184838963,0.14430385120597775,0.11435179882704563,0.11535149254273383,0.09496145100391426
chair,0.181845722593832,0.16525063832357115,0.20332741171615615,0.18651640872264064,0.12397591466978168,0.2107811084843638,0.27755244694531933,0.2566148194878977,0.21175696322206872,0.16144238272154038,0.1294035925880331,0.0968110814693232,0.16400798277783898,0.20470578447565788,0.1325044074951272,0.23743328301534267,0.1894141506200626,0.09593992832853286,0.15609155297573418,0.1603385811107295,0.13385000827064866,0.11666385055215686,0.11961784002508534,0.13995515555065313,0.12485351159789324,1.0,0.2714153698733121,0.2990147545179763,0.2499867593261664,0.36429935297463517,0.14714383987088236,0.13730890047952432,0.12289490043282063,0.18031548441017253,0.10176741435794649,0.18309885288997682,0.13565413064707743,0.15122793846257376,0.14651793750396871,0.15661439116747847,0.07029966684014773,0.18534380508779072,0.2071207717879796,0.12040712689652838,0.4466397654899269,0.0898599125923716,0.08289216963950874,0.09087946418954693,0.29300164476858226,0.23474453614612414,0.03362313767731719,0.016941499801546828,0.07824529986181482,0.04521329948345673,0.03801338470831165,0.179578204163277,0.15387233965736366,0.14168490869347292,0.15900483681420038,0.10985090662972918
dresser,0.1924550294199089,0.1908686641948444,0.21482990516990452,0.18291575828535078,0.21570544285114482,0.18171704595314497,0.19273903244950336,0.25867464294288284,0.1816417537266086,0.1863761876641325,0.2558585081809366,0.39012477761479025,0.33612482165493174,0.10178249437651167,0.0674516330966444,0.4376117799803526,0.6194136554679962,0.40461371912063354,0.32770744715141065,0.32010170528047466,0.27472219248728563,0.29645477562095524,0.3273587429151743,0.29841450645585277,0.3313068578414773,0.2714153698733121,1.0,0.4461646303210173,0.30427836796168856,0.4842228132853685,0.25154371468031117,0.2552437487673978,0.08731002556537834,0.24188901329335485,0.24902340592579544,0.30600542928331476,0.2154258892507477,0.32958518861540664,0.340368258429007,0.09101260210489813,0.03869137893004608,0.09177817423169661,0.18537959162674678,0.535141771265513,0.33752945923185723,0.31338622874174715,0.3227081293007657,0.26335694310213426,0.11639905621653436,0.3445765123509381,0.10621144913170923,0.08595936040158682,0.14378336307103526,0.1498048019953034,0.11688779442012423,0.2563720279123227,0.10247095327769902,0.09836159321842435,0.19419849430348204,0.2062080300637705
bed,0.3043318702634718,0.3328025236450951,0.39180892480529195,0.3826890663729548,0.2882624899715625,0.35959746732956005,0.37423401087546715,0.48596939497909614,0.3937599433019813,0.31166768667474387,0.4962647354643691,0.22907793117586076,0.434974628895775,0.25572975219257027,0.08702930630676105,0.5206945049225778,0.47352951709144864,0.3195710350025853,0.3592208701092908,0.25357002604624174,0.2784197461367634,0.3029123225832174,0.3118300572874486,0.35629844118133863,0.31165101688569785,0.2990147545179763,0.4461646303210173,1.0,0.384320302137526,0.4832191679839789,0.22429494683744178,0.2691799853175245,0.22798975494290113,0.2623216530875358,0.22486590540765314,0.33013556697164165,0.2923204582698805,0.3446204041710755,0.2879888148172961,0.1030920431773006,0.050635068048138415,0.12441847279335819,0.3184212232675271,0.33554728441239673,0.22085004701328775,0.18143556588494325,0.17859056281939023,0.1402138221951581,0.200199969560975,0.25930669917085547,0.1933148354640742,0.1639789297920087,0.24812682402426542,0.22529301047322803,0.2241345271936533,0.22823793929035072,0.2570728540348986,0.21300616696718797,0.24468371044561107,0.14947301513350636
table,0.21966678656264263,0.161137778599828,0.2114485821898812,0.1824440128488704,0.14003108469692316,0.24236152763541363,0.24545632148490248,0.3463777445605594,0.2510099805511039,0.17196384261333347,0.13663964746384913,0.1181031170058582,0.1707888611861816,0.11930940305400323,0.07798117091131271,0.34220070339192654,0.2380280861523074,0.20422835270793457,0.408909050428082,0.20406337596355342,0.14212980965334687,0.10182706383162167,0.13108226840394235,0.16376133733522905,0.1765775565865358,0.2499867593261664,0.30427836796168856,0.384320302137526,1.0,0.4083203670297313,0.14382141490720904,0.152784798853007,0.10101587191237979,0.11379968865520669,0.11883280987509251,0.22496646413275165,0.19930480159712186,0.2884675214541831,0.22270801756846365,0.2018269993189204,0.06152942397542413,0.3855307411985836,0.22168507942243892,0.23299160134828942,0.1584949999324811,0.1368571164066809,0.15003192996205544,0.09063806357444776,0.14180217856253943,0.18638115863530116,0.07508205989545395,0.05436318103684054,0.10063586542903186,0.08846716229997027,0.07311193953373739,0.16593856606561028,0.20294036997083467,0.14170643094430435,0.16395263318881237,0.10842163377503665
desk,0.24035963538053357,0.20593300931906997,0.2794567548972639,0.26743375574541367,0.1808348732127778,0.2829552892740353,0.393547574149299,0.41828679187963846,0.2800718917735207,0.2773258902626883,0.24857039214155008,0.2150416606371835,0.2404821074648241,0.1500422766877344,0.0828040434334875,0.569018758492793,0.5106857509213143,0.297806203771357,0.4428698875422113,0.25412068647649155,0.21091911428500587,0.1867069433327757,0.19276689524581372,0.2411092396436386,0.20788740777412695,0.36429935297463517,0.4842228132853685,0.4832191679839789,0.4083203670297313,1.0,0.20505513516417712,0.18946769926363327,0.1910013471606053,0.17862793706711572,0.16739527085746714,0.34540993865113645,0.2390276898651261,0.3205078757132077,0.273662669344791,0.08765760146049327,0.23378903656901945,0.24808588154595568,0.33575645064917103,0.4358090521297313,0.30190991889129115,0.2867458987202156,0.18549818393565018,0.21348919309370892,0.1588050688144972,0.29725612294650766,0.06652201331797067,0.03710959867939092,0.11807178547410986,0.09475444118574583,0.07275838899169541,0.3047275947083234,0.2961266603859076,0.25180049667656257,0.2838875307621293,0.23409977491494244
ant,0.2629360701267488,0.4433441894518272,0.48430336954379,0.38102471407324773,0.3756600566355787,0.18171913049846752,0.2024430136008828,0.19692137604121965,0.2009504329056966,0.27962731724523127,0.12381343824983267,0.3473904179467279,0.2641170045217985,0.09410256711212359,0.049593089648727884,0.15363771542824023,0.30489596417882814,0.2128941539568085,0.15047529258063772,0.17769104633939514,0.19039054819877338,0.24422941525764952,0.18631429936745433,0.23628079011459005,0.185049051751815,0.14714383987088236,0.25154371468031117,0.22429494683744178,0.14382141490720904,0.20505513516417712,1.0,0.6396495749559227,0.39870149378315084,0.753725498687232,0.742445634214259,0.303046801839834,0.17941908818603958,0.13947832374248212,0.3141280195041555,0.10416759964649511,0.021253585717750153,0.16195500312453365,0.3210868262435079,0.13796992631722035,0.2651691117246448,0.2515472713637745,0.2644283494733804,0.2026028683998536,0.22967480119182385,0.3930354270755208,0.19603973220347698,0.11507415127104811,0.2531102876601253,0.2769920810943798,0.1916829255417861,0.19499907786388512,0.11788981573115635,0.11525678395629366,0.20464427511983732,0.24425576506274677
butterfly,0.3468959164050882,0.49212336932996337,0.44493015087830295,0.3745646770271414,0.3513814912430967,0.28116389546798554,0.281455307588496,0.3014374940143901,0.277491842446492,0.3660972750806958,0.14135974621036032,0.25729148028767523,0.32510655471815647,0.11691306287251814,0.053501464673550235,0.24307924921001042,0.2350699863219982,0.2678332251889036,0.19350358817055713,0.2711838344501457,0.3053360032588948,0.27127309880943856,0.3801834864194518,0.37435468053303916,0.3568407716679127,0.13730890047952432,0.2552437487673978,0.2691799853175245,0.152784798853007,0.18946769926363327,0.6396495749559227,1.0,0.43227548243070957,0.6622961737714345,0.7190246259344405,0.3504822679826904,0.25141425686640734,0.3193504079237772,0.3187238764749395,0.1491586251168639,0.02752955676894005,0.15925352755028713,0.3608519339180407,0.10189087892904884,0.2815275733534383,0.2634042903403831,0.2542205748426835,0.24534270922360604,0.23400896975136407,0.40878444696881266,0.191874043800293,0.11952576177022349,0.24174028427929276,0.2545649672149102,0.202411175974881,0.25925859703074455,0.13179858543896242,0.13167682838457365,0.17903181833321838,0.2561056941227433
fly,0.23454207689746373,0.3304407339760826,0.28973267771845984,0.2615757496115503,0.2101208582992315,0.23777585947110066,0.24627203679686907,0.24589780730282282,0.24955199173927686,0.26617861525306563,0.17308609455036467,0.1153480685304632,0.20344723435457746,0.08813715454465867,0.052476735990397046,0.18414800602702783,0.13618892215828635,0.1662114620497241,0.13455539361926042,0.1349286957711531,0.17702370097062212,0.19485713107524893,0.16809781742654703,0.19629669994805218,0.17130516707964577,0.12289490043282063,0.08731002556537834,0.22798975494290113,0.10101587191237979,0.1910013471606053,0.39870149378315084,0.43227548243070957,1.0,0.4135093453232716,0.36606604035270934,0.23879048122820673,0.1856855159058779,0.17395112012824965,0.18372455030655482,0.12137582694148698,0.03280104959229437,0.10238181729859656,0.43432156416747936,0.08144954482567884,0.19293639975228555,0.14657020752792785,0.1644131139353535,0.16683921503800125,0.2706786719719221,0.26638501611001003,0.12768582444415585,0.07596755070062437,0.1826805011677838,0.17201461927366504,0.1310749235963091,0.22106212658358712,0.2291279227649259,0.33230420915306913,0.2222172842345415,0.6063223310845456
bee,0.3303356860188858,0.5296227683153072,0.5280772265741592,0.4524392461324357,0.4350467823499971,0.19233169270519473,0.1903777326932655,0.27578743909968995,0.24165884842502014,0.36189285322700365,0.13245396840042648,0.28443923728529275,0.3056057752488248,0.11735313922062929,0.05368264235964369,0.17081542162422078,0.26746083118007563,0.20251486729375875,0.11645486772595041,0.19234115702217863,0.1851245719208239,0.23158937693000983,0.20076102405264815,0.2517923333596353,0.2160784572710907,0.18031548441017253,0.24188901329335485,0.2623216530875358,0.11379968865520669,0.17862793706711572,0.753725498687232,0.6622961737714345,0.4135093453232716,1.0,0.6689082588425311,0.26154573592744873,0.22093943105221378,0.16741082425981507,0.29585009177766475,0.1230834134350731,0.02587649245319724,0.1253689034837928,0.3242820036588708,0.09533161084777043,0.3614388149388017,0.18462093556650955,0.20156076504777815,0.1542283555585226,0.24792687219563392,0.3587903210832519,0.22125153954955465,0.1338396248113105,0.32125979370989577,0.297744626722268,0.22321504237190717,0.2014701949866134,0.13393681359755216,0.13964679894553417,0.19708997668352787,0.2516106227983997
beetle,0.30566795837698024,0.4673800399721013,0.4442931037538198,0.3733721080917073,0.38757406078841994,0.17169568736155935,0.19279043250955494,0.18377219950519671,0.20607836174551292,0.24871971554273034,0.11136221506022484,0.26545454944102337,0.23817320902364297,0.06409566254895782,0.02756026124235905,0.2114815093764751,0.22647858393870124,0.21888810442970114,0.11769509579144075,0.18304289342590283,0.20048196164185897,0.21467951300593177,0.2284861464140874,0.3098492268961291,0.2032739159522812,0.10176741435794649,0.24902340592579544,0.22486590540765314,0.11883280987509251,0.16739527085746714,0.742445634214259,0.7190246259344405,0.36606604035270934,0.6689082588425311,1.0,0.29125273151457143,0.19551317653821262,0.18739664804462314,0.3135755560667351,0.11934786599720594,0.013777183657562968,0.09459837961690366,0.23855702566968245,0.14630104539567942,0.20768886510685408,0.21704153555943428,0.22154559788853811,0.16441462789458583,0.17173085737088858,0.3249494673413468,0.2537954987910549,0.2013628792723008,0.3396729636791722,0.3492847765420208,0.286685903787822,0.25039907204528294,0.2959152159283274,0.12628339918384557,0.36562769940841544,0.28795606533120177
knife,0.3497222065043051,0.3330675791413019,0.3536604485589403,0.3562009069722568,0.3171540215303478,0.5019673448431162,0.5897544467292939,0.6649932323577172,0.434717352001296,0.4174218858926351,0.09327048979831812,0.1564211603354997,0.16249969783104715,0.07406948716145748,0.03502847179166678,0.4142318140217924,0.34665974718743414,0.34921549117487716,0.2916929544096561,0.26691430616969686,0.2958477323170846,0.2833970904516506,0.3221372425795822,0.38228825640237496,0.2591271308052098,0.18309885288997682,0.30600542928331476,0.33013556697164165,0.22496646413275165,0.34540993865113645,0.303046801839834,0.3504822679826904,0.23879048122820673,0.26154573592744873,0.29125273151457143,1.0,0.38995747870670366,0.42046856928362525,0.5731375745754659,0.12147251102748585,0.02388315812878858,0.17722602237441873,0.25529179188470724,0.2911813207218746,0.2816208566628642,0.6854827737183845,0.7098260853770632,0.6661819145580536,0.1725294095531155,0.7471503216092117,0.2066772067291953,0.17112473194552766,0.22143656023134065,0.27831248152170557,0.2062421942467889,0.29767272013112855,0.20184506003969788,0.1425256845773395,0.3134297022095307,0.23863294494196244
bottle,0.22752208946973868,0.2456096064377065,0.279642173553472,0.2810279870990237,0.3127293544580092,0.25046114701281424,0.2748520523264101,0.37989605089214773,0.2579035821181765,0.2905894712575725,0.08751578878944105,0.15276674988820482,0.14363948507373042,0.0970843027329078,0.03489526456124862,0.2721590475022196,0.2666590388813348,0.255005354053542,0.20731012924784595,0.16179203658566765,0.26867628459107457,0.25096095639450805,0.23546771248480255,0.2970518055177707,0.1999228979626861,0.13565413064707743,0.2154258892507477,0.2923204582698805,0.19930480159712186,0.2390276898651261,0.17941908818603958,0.25141425686640734,0.1856855159058779,0.22093943105221378,0.19551317653821262,0.38995747870670366,1.0,0.6278844819755899,0.50784850495131,0.2460182319094764,0.021464978467196236,0.09789678380840565,0.220788438508439,0.29051706843512093,0.20321636656936118,0.3382868925836962,0.189380492999441,0.30314227644488867,0.10733087786814502,0.33471910973168173,0.2896056439276235,0.1598783356592513,0.22508222854558887,0.24561916298629372,0.16622079160430184,0.2023254441161563,0.19281890356755085,0.11975341504335629,0.23017019975464645,0.14979821124976433
glass,0.20575210061134266,0.234084055367766,0.22540208937261808,0.20346034714755923,0.23135873046927843,0.2241261376651373,0.27767220328774894,0.45709087191364767,0.2773462054280459,0.36435259418160715,0.1489199587304743,0.18839295976195444,0.2160438964534617,0.14258616018306575,0.08331502482813505,0.5276417542331432,0.2905362328143742,0.49333680010836545,0.5126627852767307,0.41630917505398746,0.21321033828075037,0.16361228038274403,0.2666590376540678,0.40318230421514795,0.267815511593448,0.15122793846257376,0.32958518861540664,0.3446204041710755,0.2884675214541831,0.3205078757132077,0.13947832374248212,0.3193504079237772,0.17395112012824965,0.16741082425981507,0.18739664804462314,0.42046856928362525,0.6278844819755899,1.0,0.4371446082204512,0.17791063777995442,0.021939164047413418,0.13840960203905678,0.24162714957463247,0.294531676947538,0.2670341719805922,0.29986585465477067,0.28902212235060015,0.254065463987858,0.1360749259555525,0.3519515441137865,0.20264322547126656,0.11427669864530703,0.20332477240076582,0.17796778483169085,0.12905138454887102,0.21760236069553465,0.199280315627707,0.11364742838718069,0.20230680040113388,0.16390411960039786
spoon,0.22831788382651444,0.262878936979043,0.2754163916856565,0.26582028139594877,0.38911459434468243,0.3101433118220998,0.31678697402692246,0.37845686397820955,0.269605551870567,0.23993326195366263,0.09173879714035649,0.22132211313237588,0.1703217480453259,0.052525237970358865,0.031236275141222073,0.24377720621553572,0.3061048328601735,0.28008139132650495,0.16066705703937642,0.18988696070362374,0.2042864356758154,0.21621375232252293,0.24884609929352244,0.33376883489815806,0.1904124628895856,0.14651793750396871,0.340368258429007,0.2879888148172961,0.22270801756846365,0.273662669344791,0.3141280195041555,0.3187238764749395,0.18372455030655482,0.29585009177766475,0.3135755560667351,0.5731375745754659,0.50784850495131,0.4371446082204512,1.0,0.25689120172787006,0.014258566185306064,0.10932192208577464,0.18901712935615456,0.35549576347205236,0.24344636136916156,0.4705858833655593,0.4581637127728064,0.4690333831204635,0.10362545475388592,0.44860365580339445,0.6457417255730001,0.5760669903618219,0.45137538633117696,0.6874835297892598,0.5225208247080526,0.21355030474883568,0.09037416128750293,0.092855322702159,0.20699127831239356,0.15498017841091408
cup,0.1997118546507165,0.1449243758886655,0.13596026229180957,0.138356399261491,0.13469944813238563,0.21415007194879845,0.11942168938526072,0.1393646551345294,0.15722939914318215,0.10633729760873561,0.06171888331908331,0.0499537893140093,0.09382670967439617,0.13434142989513193,0.08672974200398882,0.08650254517339233,0.07209783216932836,0.07997937060054784,0.06010568552986899,0.0922186028459441,0.2146514213063395,0.08568519692404522,0.07787411716062102,0.13202777950340286,0.10162682871205812,0.15661439116747847,0.09101260210489813,0.1030920431773006,0.2018269993189204,0.08765760146049327,0.10416759964649511,0.1491586251168639,0.12137582694148698,0.1230834134350731,0.11934786599720594,0.12147251102748585,0.2460182319094764,0.17791063777995442,0.25689120172787006,1.0,0.02106673867012897,0.06809173112202523,0.2253277764875036,0.08242685180765148,0.17064213535069936,0.08390316569385799,0.07288420981527567,0.06203796234568143,0.44142997801647316,0.17265869481909157,0.17134965404135968,0.16024004264700112,0.1600047966938302,0.18098466156831228,0.14094493821997467,0.11590540795564232,0.16346422523963888,0.12660186106013366,0.11578451753057992,0.06654649788690431
telephone,0.02966081686670472,0.024790870664319026,0.03890324792272203,0.030492884458592946,0.015671797352742056,0.022744862154682754,0.0325093828294032,0.03839326889621125,0.04516288368291592,0.030739130294496837,0.0466072696972031,0.017931385936431947,0.027690203923641295,0.05778048461031263,0.026453339199256198,0.046039149784032486,0.04191688739055107,0.025407789867752852,0.03396356449447582,0.026337150612590902,0.012845838716417222,0.006262858413982077,0.009100665104501112,0.013290876392238764,0.020924563473782187,0.07029966684014773,0.03869137893004608,0.050635068048138415,0.06152942397542413,0.23378903656901945,0.021253585717750153,0.02752955676894005,0.03280104959229437,0.02587649245319724,0.013777183657562968,0.02388315812878858,0.021464978467196236,0.021939164047413418,0.014258566185306064,0.02106673867012897,1.0,0.055941157214163206,0.05792095084570969,0.06470270703758021,0.0938592643281167,0.03059673029484864,0.013509007931392186,0.024137366266124692,0.03851283210286842,0.03248278860292324,0.007558568052776604,0.004159231828193737,0.016653271191133787,0.010187480824959485,0.0051770901793926315,0.03143997757345107,0.0615837520056332,0.05753108231048876,0.030716803354484956,0.027852007024861247
key,0.13047642093343098,0.1946382091759421,0.15191958712136894,0.1272925273216902,0.08348315899606737,0.15695623812256185,0.20473304291796776,0.25358782628918924,0.1598066107909062,0.1944082217175073,0.08566058635103102,0.1038200059271684,0.07238883524932463,0.09095372709770148,0.06167031934039498,0.1993372374674099,0.12288302722211483,0.08236643904407054,0.3110180060758276,0.10682991106009566,0.08275091924737402,0.059501890962032844,0.07171713723704753,0.09257597330861815,0.07935615855891902,0.18534380508779072,0.09177817423169661,0.12441847279335819,0.3855307411985836,0.24808588154595568,0.16195500312453365,0.15925352755028713,0.10238181729859656,0.1253689034837928,0.09459837961690366,0.17722602237441873,0.09789678380840565,0.13840960203905678,0.10932192208577464,0.06809173112202523,0.055941157214163206,1.0,0.2097330163819711,0.057181184819657734,0.16617970164577167,0.18281117036114955,0.15015537237255933,0.16518094009383455,0.12063897102207623,0.20963881552212696,0.04083599810231559,0.028020476816844556,0.06988177524277198,0.05747463984033031,0.03886488327898459,0.1327933673975835,0.1636347418738914,0.12621658001675676,0.11342733558405704,0.06869109668276598
watch,0.3445485016624906,0.4531956952942334,0.3936477987235035,0.3908726895696611,0.26064561139942993,0.261966087001924,0.290400605130805,0.3675860329275923,0.2808657357302106,0.38949985458577757,0.16055723635634378,0.1709871738958598,0.24223627579896734,0.16847795735295398,0.08623220614120967,0.2969183179486817,0.2610456193365115,0.15833140419733588,0.23825735287137026,0.1749697906608199,0.2813083389344046,0.26672676146375657,0.20435718403163922,0.22519764299105194,0.3323549949423959,0.2071207717879796,0.18537959162674678,0.3184212232675271,0.22168507942243892,0.33575645064917103,0.3210868262435079,0.3608519339180407,0.43432156416747936,0.3242820036588708,0.23855702566968245,0.25529179188470724,0.220788438508439,0.24162714957463247,0.18901712935615456,0.2253277764875036,0.05792095084570969,0.2097330163819711,1.0,0.16562067783094442,0.276943901789244,0.1579527214425005,0.1401038324577121,0.17745366590988085,0.4838193548659398,0.32417994343651496,0.07927429504778133,0.0540943377799511,0.15073591518840165,0.13028692286363844,0.10171824066971781,0.26194559136351586,0.2769461871364628,0.24654268104320998,0.23480459932710174,0.20552141905838353
refrigerator,0.07784764204207498,0.08991671088087169,0.12474425758261365,0.1284357772913713,0.1420550350217071,0.09329525110889711,0.12495325114912288,0.20543897486636956,0.11171429681562697,0.11990983342149722,0.14870486399326907,0.2500877540468877,0.15315630177151265,0.042120585560652894,0.01737420413040729,0.3732564960975236,0.58925115373714,0.3895319886135214,0.25845637106772523,0.08755123420807433,0.13634854397088886,0.16040879778959607,0.13981866032368936,0.15882841927807234,0.09940110261761817,0.12040712689652838,0.535141771265513,0.33554728441239673,0.23299160134828942,0.4358090521297313,0.13796992631722035,0.10189087892904884,0.08144954482567884,0.09533161084777043,0.14630104539567942,0.2911813207218746,0.29051706843512093,0.294531676947538,0.35549576347205236,0.08242685180765148,0.06470270703758021,0.057181184819657734,0.16562067783094442,1.0,0.13863335499185084,0.36711258696652754,0.23768290420013466,0.28968498062662196,0.048510101571851656,0.210620664205234,0.10040163722076244,0.0667473297445494,0.13889435899597516,0.12748309882176828,0.09759132129775881,0.2543434910631285,0.20998954554253996,0.11062532765529363,0.296079679794334,0.21794001236762678
bell,0.2495212863478204,0.3289856493456671,0.31220235723415884,0.27745249204963607,0.24138887713741697,0.21469525239856008,0.29632488396097245,0.2699060995591924,0.2568877226883661,0.20797992970255508,0.16537848291558888,0.19694129540638297,0.2649432816337084,0.23003382420553903,0.1958876031059415,0.28484282640041236,0.23089983610992756,0.26094849310784785,0.200986997522341,0.3303052540016324,0.1774295179940284,0.15982949895934534,0.15720201434010145,0.17506425582776344,0.1775489195289474,0.4466397654899269,0.33752945923185723,0.22085004701328775,0.1584949999324811,0.30190991889129115,0.2651691117246448,0.2815275733534383,0.19293639975228555,0.3614388149388017,0.20768886510685408,0.2816208566628642,0.20321636656936118,0.2670341719805922,0.24344636136916156,0.17064213535069936,0.0938592643281167,0.16617970164577167,0.276943901789244,0.13863335499185084,1.0,0.21261351059672287,0.2274908655007564,0.19124036852072254,0.3482917517863225,0.48244438732592787,0.10214430106160699,0.09187385486256662,0.15622567319635888,0.14318616456933328,0.10933552319295435,0.21886847235749124,0.17209964788309118,0.1600345828390211,0.23097793936568561,0.21221938188129272
